#          Step          Temp (K)   KinE (kCal/mol)   PotE (kCal/mol)   WalE (kCal/mol)   TotE (kCal/mol)
       12550.00          380.3194           66.8858           -1.9339            0.0000           64.9519
       12600.00          400.2046           70.3830           -1.5727            0.0000           68.8103
       12650.00          377.2140           66.3397           -3.1164            0.0000           63.2233
       12700.00          470.8289           82.8035           -1.8742            0.0000           80.9293
       12750.00          519.0847           91.2902           -1.3741            0.0000           89.9160
       12800.00          441.9120           77.7180           -2.4244            0.0000           75.2936
       12850.00          475.9007           83.6955           -0.9776            0.0000           82.7179
       12900.00          397.8247           69.9645            0.0324            0.0000           69.9968
       12950.00          447.3084           78.6670           -1.3578            0.0000           77.3092
       13000.00          439.4875           77.2916           -1.4832            0.0000           75.8084
       13050.00          559.7451           98.4410           -1.8283            0.0000           96.6127
       13100.00          370.7493           65.2028           -2.4038            0.0000           62.7989
       13150.00          471.2351           82.8750           -0.8383            0.0000           82.0367
       13200.00          459.1628           80.7518           -1.2864            0.0000           79.4655
       13250.00          403.6411           70.9874           -2.7392            0.0000           68.2481
       13300.00          393.8020           69.2570            0.0426            0.0000           69.2996
       13350.00          425.2554           74.7886           -1.2269            0.0000           73.5617
       13400.00          424.7870           74.7063           -1.8502            0.0000           72.8560
       13450.00          448.1974           78.8234            0.8515            0.0000           79.6749
       13500.00          439.6515           77.3204           -2.1643            0.0000           75.1561
       13550.00          443.9226           78.0716           -1.3076            0.0000           76.7640
       13600.00          333.8620           58.7155           -2.4532            0.0000           56.2623
       13650.00          416.2575           73.2062           -2.4566            0.0000           70.7496
       13700.00          441.4331           77.6338           -2.9842            0.0000           74.6495
       13750.00          417.0737           73.3497           -2.9175            0.0000           70.4322
       13800.00          488.2040           85.8593           -1.6745            0.0000           84.1847
       13850.00          413.3603           72.6967           -1.3560            0.0000           71.3407
       13900.00          496.5681           87.3302           -3.6319            0.0000           83.6983
       13950.00          466.7176           82.0805           -3.4062            0.0000           78.6743
       14000.00          359.6802           63.2561           -3.5802            0.0000           59.6758
       14050.00          368.8626           64.8710           -3.0100            0.0000           61.8610
       14100.00          442.3330           77.7920           -3.4859            0.0000           74.3061
       14150.00          330.5224           58.1282           -2.8439            0.0000           55.2843
       14200.00          402.0385           70.7055           -3.9433            0.0000           66.7623
       14250.00          397.5816           69.9217           -2.4890            0.0000           67.4327
       14300.00          464.7756           81.7389           -2.4884            0.0000           79.2506
       14350.00          454.8993           80.0020           -2.4002            0.0000           77.6019
       14400.00          375.0542           65.9599           -2.2738            0.0000           63.6861
       14450.00          391.2972           68.8165           -3.2457            0.0000           65.5708
       14500.00          381.5677           67.1054           -2.9373            0.0000           64.1681
       14550.00          368.6527           64.8341           -1.7682            0.0000           63.0658
       14600.00          445.2946           78.3129           -3.3826            0.0000           74.9303
       14650.00          422.7569           74.3492           -2.9169            0.0000           71.4323
       14700.00          443.3133           77.9644           -2.8586            0.0000           75.1058
       14750.00          393.9803           69.2884           -3.1586            0.0000           66.1298
       14800.00          363.1828           63.8721           -2.9248            0.0000           60.9473
       14850.00          395.9147           69.6285           -1.5937            0.0000           68.0348
       14900.00          470.7573           82.7909           -3.0457            0.0000           79.7453
       14950.00          447.1624           78.6414           -2.9911            0.0000           75.6503
       15000.00          391.1668           68.7935           -3.3845            0.0000           65.4090
